"pid7","s10","c2","c4","c8","roots"
2,"Mexico","Very favor","Somewhat f","Somewhat u","Non-Communist"
2,"El Salvado","Very favor","Very unfav","Somewhat f","Non-Communist"
6,"Venezuela","Very favor","Somewhat f","Somewhat f","Communist"
5,"Mexico","Very unfav","Very unfav","Very unfav","Non-Communist"
2,"Cuba","Very favor","Very favor","Somewhat f","Communist"
4,"Peru","Very unfav","Somewhat u","Very unfav","Non-Communist"
7,"Honduras","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
6,"Mexico","Somewhat f","Somewhat u","Not famili","Non-Communist"
6,"Puerto Ric","Somewhat u","Very unfav","Somewhat u","Non-Communist"
6,"Cuba","Very favor","Somewhat f","Very favor","Communist"
4,"Peru","Very favor","Not famili","Not famili","Non-Communist"
1,"Cuba","Very favor","Somewhat f","Very favor","Communist"
1,"Mexico","Very unfav","Somewhat f","Somewhat f","Non-Communist"
2,"Other coun","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Dominican","Very favor","Somewhat f","Very favor","Non-Communist"
6,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
2,"Cuba","Somewhat f","Somewhat u","Very unfav","Communist"
7,"Colombia","Very unfav","Very unfav","Somewhat u","Non-Communist"
5,"Other coun","Very unfav","Very unfav","Very unfav","Non-Communist"
4,"Other coun","Somewhat u","Somewhat u","Not famili","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Puerto Ric","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
3,"Cuba","Somewhat f","Somewhat u","Somewhat f","Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
2,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
2,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
6,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Somewhat f","Very favor","Very favor","Non-Communist"
4,"Colombia","Very favor","Somewhat f","Somewhat f","Non-Communist"
6,"Mexico","Very favor","Somewhat u","Not famili","Non-Communist"
6,"Nicaragua","Somewhat f","Somewhat u","Somewhat f","Communist"
4,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
4,"Cuba","Somewhat u","Very unfav","Somewhat u","Communist"
1,"Spain / Sp","Very favor","Somewhat f","Very favor","Non-Communist"
6,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Somewhat u","Non-Communist"
1,"Cuba","Very favor","Very favor","Very favor","Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
6,"Ecuador","Somewhat u","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Not famili","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Not famili","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Not famili","Non-Communist"
3,"Peru","Very favor","Somewhat f","Somewhat f","Non-Communist"
6,"Mexico","Somewhat f","Somewhat u","Somewhat u","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
3,"Chile","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Dominican","Very favor","Very favor","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
5,"Mexico","Somewhat u","Somewhat u","Not famili","Non-Communist"
3,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Somewhat f","Somewhat f","Not famili","Non-Communist"
4,"Spain / Sp","Somewhat f","Very unfav","Very favor","Non-Communist"
1,"Mexico","Not famili","Somewhat u","Somewhat u","Non-Communist"
3,"Mexico","Somewhat f","Somewhat f","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
3,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Venezuela","Very favor","Very favor","Not famili","Communist"
2,"Mexico","Somewhat f","Somewhat u","Not famili","Non-Communist"
2,"Colombia","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Panama","Very favor","Very favor","Somewhat u","Non-Communist"
1,"Ecuador","Very favor","Very favor","Very favor","Non-Communist"
3,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very unfav","Non-Communist"
4,"Peru","Very unfav","Not famili","Not famili","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
2,"Chile","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Panama","Very favor","Very favor","Very favor","Non-Communist"
5,"Venezuela","Very unfav","Somewhat u","Very unfav","Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
4,"Mexico","Somewhat u","Not famili","Somewhat u","Non-Communist"
2,"El Salvado","Somewhat f","Somewhat f","Somewhat u","Non-Communist"
4,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
3,"Mexico","Very favor","Very favor","Not famili","Non-Communist"
3,"Mexico","Not famili","Very unfav","Somewhat u","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
2,"El Salvado","Somewhat f","Somewhat f","Very favor","Non-Communist"
7,"Cuba","Very unfav","Very unfav","Very unfav","Communist"
2,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
3,"Mexico","Not famili","Not famili","Not famili","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Honduras","Very favor","Very favor","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
3,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
7,"Other coun","Very favor","Very unfav","Very unfav","Non-Communist"
2,"Spain / Sp","Somewhat f","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
2,"Puerto Ric","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
6,"Cuba","Somewhat f","Very unfav","Somewhat u","Communist"
2,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
2,"Puerto Ric","Very favor","Very favor","Not famili","Non-Communist"
7,"Cuba","Somewhat u","Very unfav","Very unfav","Communist"
5,"Peru","Somewhat u","Very unfav","Somewhat f","Non-Communist"
4,"Argentina","Somewhat u","Somewhat u","Somewhat u","Non-Communist"
5,"Mexico","Very unfav","Somewhat f","Not famili","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Not famili","Non-Communist"
4,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
4,"Mexico","Somewhat f","Somewhat f","Not famili","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Not famili","Non-Communist"
6,"Mexico","Very favor","Somewhat f","Not famili","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat u","Non-Communist"
3,"Mexico","Very favor","Somewhat f","Not famili","Non-Communist"
1,"Guatemala","Very favor","Somewhat f","Somewhat f","Non-Communist"
4,"Colombia","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
4,"Mexico","Somewhat f","Very favor","Not famili","Non-Communist"
3,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
3,"Mexico","Somewhat f","Somewhat u","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
2,"Mexico","Somewhat u","Somewhat f","Not famili","Non-Communist"
2,"Mexico","Somewhat f","Somewhat f","Not famili","Non-Communist"
1,"Honduras","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
4,"Mexico","Somewhat f","Somewhat u","Not famili","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Nicaragua","Very favor","Very favor","Somewhat f","Communist"
1,"Mexico","Somewhat f","Somewhat f","Not famili","Non-Communist"
5,"Mexico","Somewhat f","Somewhat u","Not famili","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
4,"Mexico","Somewhat f","Somewhat u","Not famili","Non-Communist"
4,"Mexico","Not famili","Not famili","Not famili","Non-Communist"
2,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
4,"Chile","Not famili","Not famili","Not famili","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat u","Very unfav","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
3,"Mexico","Somewhat u","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
3,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat u","Very favor","Non-Communist"
1,"Colombia","Very favor","Very favor","Very favor","Non-Communist"
4,"Honduras","Very favor","Very favor","Very unfav","Non-Communist"
1,"Mexico","Somewhat u","Very unfav","Somewhat u","Non-Communist"
2,"Panama","Very favor","Somewhat f","Somewhat f","Non-Communist"
3,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
6,"Nicaragua","Somewhat u","Very unfav","Somewhat u","Communist"
2,"Mexico","Somewhat f","Somewhat u","Not famili","Non-Communist"
2,"Dominican","Very favor","Very favor","Somewhat f","Non-Communist"
4,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
6,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
2,"Venezuela","Somewhat f","Somewhat u","Somewhat f","Communist"
1,"Spain / Sp","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Other coun","Very favor","Somewhat f","Somewhat f","Non-Communist"
7,"Mexico","Somewhat f","Somewhat f","Very unfav","Non-Communist"
4,"Dominican","Somewhat u","Somewhat u","Somewhat u","Non-Communist"
3,"Mexico","Very favor","Very unfav","Very favor","Non-Communist"
1,"Spain / Sp","Very favor","Very favor","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
6,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
5,"Colombia","Very unfav","Very unfav","Very unfav","Non-Communist"
2,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
7,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat u","Non-Communist"
2,"Mexico","Very favor","Somewhat u","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Somewhat u","Somewhat f","Non-Communist"
4,"Puerto Ric","Somewhat f","Somewhat u","Not famili","Non-Communist"
4,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
7,"Mexico","Very unfav","Very unfav","Very unfav","Non-Communist"
6,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
5,"Mexico","Somewhat u","Very unfav","Very favor","Non-Communist"
7,"Cuba","Very unfav","Very unfav","Very unfav","Communist"
5,"Colombia","Very favor","Somewhat u","Somewhat f","Non-Communist"
4,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Honduras","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
5,"Mexico","Somewhat u","Very unfav","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
5,"Puerto Ric","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
3,"Colombia","Very favor","Very favor","Somewhat f","Non-Communist"
6,"Peru","Somewhat f","Very unfav","Somewhat f","Non-Communist"
4,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Honduras","Very favor","Somewhat f","Very favor","Non-Communist"
6,"Colombia","Very unfav","Very unfav","Somewhat f","Non-Communist"
3,"Spain / Sp","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Guatemala","Very favor","Somewhat u","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
4,"El Salvado","Somewhat f","Very unfav","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
2,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Spain / Sp","Very favor","Somewhat f","Somewhat f","Non-Communist"
3,"Puerto Ric","Somewhat f","Somewhat f","Very favor","Non-Communist"
5,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Somewhat u","Very favor","Non-Communist"
1,"Spain / Sp","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Nicaragua","Very favor","Very favor","Somewhat f","Communist"
1,"Mexico","Very favor","Very unfav","Very favor","Non-Communist"
4,"Dominican","Very unfav","Very unfav","Very unfav","Non-Communist"
4,"Spain / Sp","Somewhat u","Very unfav","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
4,"Puerto Ric","Somewhat f","Very unfav","Somewhat u","Non-Communist"
1,"Guatemala","Very favor","Very favor","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat u","Somewhat f","Non-Communist"
7,"Spain / Sp","Very unfav","Very unfav","Somewhat u","Non-Communist"
6,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
4,"Panama","Not famili","Not famili","Not famili","Non-Communist"
6,"Honduras","Very unfav","Very unfav","Somewhat u","Non-Communist"
7,"Mexico","Very unfav","Very unfav","Somewhat f","Non-Communist"
3,"Peru","Somewhat f","Somewhat u","Very favor","Non-Communist"
4,"Puerto Ric","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
7,"Mexico","Somewhat u","Very unfav","Somewhat f","Non-Communist"
4,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
7,"Spain / Sp","Very unfav","Very unfav","Not famili","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
1,"Dominican","Very favor","Somewhat f","Very favor","Non-Communist"
3,"Nicaragua","Very favor","Very favor","Very favor","Communist"
3,"Dominican","Very favor","Somewhat f","Very favor","Non-Communist"
3,"Other coun","Very favor","Very favor","Somewhat f","Non-Communist"
7,"Mexico","Very unfav","Very unfav","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Ecuador","Somewhat u","Somewhat u","Somewhat u","Non-Communist"
3,"Cuba","Very favor","Somewhat f","Very favor","Communist"
4,"Mexico","Very unfav","Very unfav","Very favor","Non-Communist"
7,"Spain / Sp","Very unfav","Very unfav","Very unfav","Non-Communist"
3,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
2,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
6,"Mexico","Very unfav","Somewhat u","Somewhat f","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
2,"Puerto Ric","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
6,"Cuba","Somewhat f","Somewhat f","Somewhat f","Communist"
6,"Spain / Sp","Somewhat f","Very unfav","Somewhat f","Non-Communist"
4,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
4,"Puerto Ric","Somewhat u","Somewhat u","Somewhat u","Non-Communist"
2,"Mexico","Very favor","Somewhat u","Very unfav","Non-Communist"
2,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
1,"Nicaragua","Very favor","Somewhat f","Somewhat f","Communist"
2,"Mexico","Very favor","Very favor","Somewhat u","Non-Communist"
4,"Spain / Sp","Somewhat f","Very unfav","Very favor","Non-Communist"
4,"Colombia","Somewhat u","Somewhat u","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very unfav","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat u","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
7,"El Salvado","Somewhat u","Very unfav","Very unfav","Non-Communist"
1,"Dominican","Very favor","Very favor","Very unfav","Non-Communist"
2,"Puerto Ric","Somewhat f","Somewhat f","Not famili","Non-Communist"
7,"Spain / Sp","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
6,"Ecuador","Somewhat u","Very unfav","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat u","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
